log_date,incident,reported,nature,incident_address
03.16.2025,250300823,21:06:10 03/16/25,WELFARE CHECK,1922 WALNUT ST; LORDSBURG PARK
03.16.2025,250300825,21:42:02 03/16/25,DISTURB NOISE,2175 BONITA AVE; CHURCH OF THE BRETHERAN
03.16.2025,250300826,22:40:06 03/16/25,TRAFFIC STOP,WHEELER AVE & FOOTHILL BLVD
03.16.2025,250300827,22:40:58 03/16/25,PDOBS,2229 FOOTHILL BLVD # 100; KOHLS
03.16.2025,250300828,22:43:45 03/16/25,PDOBS,2269 FOOTHILL BLVD; MCDONALDS
03.16.2025,250300829,23:00:44 03/16/25,PDOBS,1275 FOOTHILL BLVD; LA FITNESS
03.16.2025,250300830,23:01:06 03/16/25,CITIZEN ASST,1773 GENESEE DR
03.16.2025,250300831,23:02:45 03/16/25,TRAFFIC STOP,STARLINE ST & ESPERANZA DR
03.16.2025,250300832,23:08:51 03/16/25,FOOT PATROL,3660 D ST; CITY HALL
03.16.2025,250300834,23:47:22 03/16/25,TRAFFIC STOP,ARROW HWY & MIRAMONTE DR
03.16.2025,250300835,23:49:40 03/16/25,TRAFFIC ENFORCE,1910 FOOTHILL BLVD
03.16.2025,250300836,23:54:40 03/16/25,ASSIST AGENCY,FOOTHILL BLVD & SAN DIMAS CANYON RD
03.16.2026,260301012,00:15:54 03/16/26,DISTURB PERSON,1617 SECOND ST
03.16.2026,260301013,01:42:14 03/16/26,PDOBS,2157 FULTON RD
03.16.2026,260301018,03:26:10 03/16/26,SUSP CIRCS,1600 BONITA AVE; KUNS PARK
03.16.2026,260301020,03:43:25 03/16/26,PDOBS,2098 FOOTHILL BLVD; IN N OUT
03.16.2026,260301023,07:07:44 03/16/26,CODE H SUBJ,3680 D ST; COMMUNITY CENTER
03.16.2026,260301024,07:39:09 03/16/26,ILLEGAL PARKER,2227 F ST
03.16.2026,260301025,07:51:43 03/16/26,ILLEGAL PARKER,1333 FIFTH ST
03.16.2026,260301026,08:05:40 03/16/26,ILLEGAL PARKER,WHEELER AVE & THIRD ST
03.16.2026,260301027,08:22:31 03/16/26,PDOBS,BUTTERFIELD AVE & ELEVENTH ST
03.16.2026,260301029,08:57:51 03/16/26,TRAFFIC STOP,WALNUT ST & D ST
03.16.2026,260301030,09:03:51 03/16/26,ILLEGAL PARKER,SECOND ST & G ST
03.16.2026,260301031,09:13:09 03/16/26,TRAFFIC STOP,FOOTHILL AND SAN DIMAS AVE
03.16.2026,260301032,09:24:37 03/16/26,ILLEGAL PARKER,F ST & SECOND ST
03.16.2026,260301033,09:41:39 03/16/26,TRAFFIC STOP,FOOTHILL BLVD & FRUIT ST
03.16.2026,260301035,10:27:19 03/16/26,ILLEGAL PARKER,B ST & BONITA AVE
03.16.2026,260301036,11:01:32 03/16/26,ILLEGAL PARKER,COLLEGE LN & WHITE AVE
03.16.2026,260301037,11:02:07 03/16/26,911 INVEST,1006 MILDRED ST
03.16.2026,260301038,11:27:22 03/16/26,ILLEGAL PARKER,G ST & FIRST ST
03.16.2026,260301039,11:44:16 03/16/26,ILLEGAL PARKER,A ST & WALNUT ST
03.16.2026,260301040,12:12:29 03/16/26,SUSP VEHICLE,1661 FAIRPLEX DR; TOFASCO
03.16.2026,260301041,12:29:07 03/16/26,TRAFFIC STOP,D ST & ARROW HWY
03.16.2026,260301042,12:38:13 03/16/26,TC INJURY,WHITE AVE & BONITA AVE
03.16.2026,260301043,12:46:09 03/16/26,VANDALISM IP/JO,1387 BEAVER WAY
03.16.2026,260301046,13:07:48 03/16/26,CITIZEN ASST,2665 BONITA AVE; lobby
03.16.2026,260301044,13:46:55 03/16/26,WELFARE CHECK,2153 VIRGINIA AVE
03.16.2026,260301045,13:49:07 03/16/26,ILLEGAL PARKER,2208 SEVENTH ST
03.16.2026,260301047,13:52:41 03/16/26,SPEEDING VEH,FRUIT ST & FOOTHILL BLVD
03.16.2026,260301049,14:14:31 03/16/26,ILLEGAL PARKER,MOSS CIR & BONITA AVE
03.16.2026,260301051,14:40:46 03/16/26,TRAFFIC STOP,FULTON RD & SIXTH ST
03.16.2026,260301052,14:51:15 03/16/26,SUSP SUBJ,2497 FOOTHILL BLVD #A
03.16.2026,260301053,15:08:16 03/16/26,PDOBS,2340 FOOTHILL BLVD; MARSHALLS
03.16.2026,260301054,15:31:52 03/16/26,TC HR NON INJ,1399 FOOTHILL BLVD; ATM BANK OF AMERICA
03.16.2026,260301056,16:00:42 03/16/26,WELFARE CHECK,FOOTHILL BLVD & CHELSEA DR
03.16.2026,260301061,16:55:39 03/16/26,ABAND VEH,2332 EIGHTH ST
03.16.2026,260301059,17:01:29 03/16/26,GTARPT,1615 MCKINLEY AVE; NORMS HANGER; LOBBY
03.16.2026,260301058,17:03:15 03/16/26,DISTURB ROAD,SECOND ST & E ST
03.16.2026,260301062,19:42:58 03/16/26,TRAFFIC STOP,FOOTHILL BLVD & TOWNE CENTER DR
03.16.2026,260301063,19:49:44 03/16/26,TRAFFIC STOP,1600 WHITE AVE; GATE 12
03.16.2026,260301064,20:06:40 03/16/26,TRAFFIC STOP,2755 ARROW HWY
03.16.2026,260301065,20:11:35 03/16/26,PDOBS,WHITE AVE & BONITA AVE
03.16.2026,260301066,20:27:51 03/16/26,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD
03.16.2026,260301068,20:58:56 03/16/26,TC NON INJURY,2124 BONITA AVE; FOURTH STREET MILL
03.16.2026,260301072,21:18:04 03/16/26,PDOBS,SHEMIRAN ST & ESPERANZA DR
03.16.2026,260301073,23:09:14 03/16/26,TRAFFIC STOP,BONITA  AVE / METROPOLITAN PL
03.16.2026,260301074,23:25:52 03/16/26,PPI,3712 VERDANA CIR
03.16.2026,260301075,23:38:28 03/16/26,TRAFFIC STOP,WHEELER AVE & FIRST ST
03.16.2026,260301076,23:50:01 03/16/26,SUSP CIRCS,2235 BASELINE RD
03.17.2025,250300837,00:32:14 03/17/25,FOOT PATROL,2200 WHEELER AVE; WHEELER PARK
03.17.2025,250300838,00:43:26 03/17/25,TRAFFIC STOP,B ST & BONITA AVE
03.17.2025,250300839,01:00:22 03/17/25,CODE H SUBJ,3563 D ST; LA VERNE WOODS APTS
03.17.2025,250300840,01:45:39 03/17/25,PDOBS,3465 Falcon Street
03.17.2025,250300841,01:49:46 03/17/25,CODE H SUBJ,1298 BONITA AVE
03.17.2025,250300843,07:22:48 03/17/25,DISTURB PERSON,2717 ARROW HWY # 162
03.17.2025,250300846,07:39:52 03/17/25,459PC BURGLARY,3620 MORENO AVE # 86
03.17.2025,250300844,07:46:21 03/17/25,TRAFFIC STOP,ARROW HWY & D ST
03.17.2025,250300845,07:47:37 03/17/25,TRAFFIC STOP,BONITA AVE & WHEELER AVE
03.17.2025,250300847,08:14:43 03/17/25,TRAFFIC STOP,MORENO AVE & FOOTHILL BLVD
03.17.2025,250300848,08:15:46 03/17/25,911 INVEST,ARROW HWY & SAN DIMAS CANYON RD
03.17.2025,250300851,08:42:32 03/17/25,459PC BURGLARY,3620 MORENO AVE # 180
03.17.2025,250300850,08:44:35 03/17/25,TRAFFIC STOP,TOWNE CENTER DR & WHITE AVE
03.17.2025,250300853,09:19:05 03/17/25,470 PC FRAUD,6067 VIA NARANJO
03.17.2025,250300852,09:24:59 03/17/25,ILLEGAL PARKER,2600 COLLEGE LN
03.17.2025,250300854,11:04:44 03/17/25,TRAFFIC STOP,FOOTHILL BLVD & RAMONA AVE
03.17.2025,250300857,11:09:46 03/17/25,CITIZEN ASST,2462 FOOTHILL BLVD; TARGET
03.17.2025,250300855,11:20:43 03/17/25,ABAND VEH,DAMIEN AVE & FORESTDALE AVE
03.17.2025,250300856,11:31:04 03/17/25,SUSP VEHICLE,D ST & BONITA AVE
03.17.2025,250300859,12:53:36 03/17/25,TRAFFIC STOP,FOOTHILL BLVD & IS210
03.17.2025,250300860,13:07:27 03/17/25,CODE H SUBJ,1235 FOOTHILL BLVD; GREAT CLIPS
03.17.2025,250300861,13:16:49 03/17/25,SOLICITOR,6633 CANTERWOOD RD
03.17.2025,250300862,13:37:29 03/17/25,TRAFFIC STOP,ARROW HWY & WHITE AVE
03.17.2025,250300864,13:38:51 03/17/25,PETTY THEFT RPT,1463 FOOTHILL BLVD; LA VERNE SMOKE SHOP
03.17.2025,250300863,13:42:33 03/17/25,PDOBS,6713 WHEELER AVE
03.17.2025,250300865,13:55:15 03/17/25,TRAFFIC STOP,GAREY AND HARRISON
03.17.2025,250300866,13:56:10 03/17/25,TRAFFIC STOP,WHITE AVE & COLLEGE LN
03.17.2025,250300867,14:01:00 03/17/25,CITIZEN ASST,D ST & TENTH ST
03.17.2025,250300868,14:19:53 03/17/25,TRAFFIC STOP,BASELINE RD & WHEELER AVE
03.17.2025,250300870,14:58:02 03/17/25,DISTURB PERSON,1398 FOOTHILL BLVD; DEL TACO
03.17.2025,250300871,15:11:48 03/17/25,CITIZEN ASST,2061 THIRD ST; LVPD
03.17.2025,250300872,15:26:44 03/17/25,TRAFFIC STOP,2090 FOOTHILL BLVD; STATER BROS
03.17.2025,250300873,15:44:56 03/17/25,TRAFFIC STOP,FOOTHILL BLVD & MORENO AVE
03.17.2025,250300874,15:53:05 03/17/25,TRAFFIC STOP,GAREY AND BONITA
03.17.2025,250300875,16:06:42 03/17/25,WELFARE CHECK,1400 FOOTHILL BLVD; CARLS JR
03.17.2025,250300876,16:11:43 03/17/25,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD
03.17.2025,250300878,17:17:39 03/17/25,SUSP SUBJ,5080 OAK BEND DR
03.17.2025,250300879,19:36:19 03/17/25,SUSP CIRCS,2061 THIRD ST; LVPD
03.17.2025,250300880,19:43:45 03/17/25,TRAFFIC STOP,D ST & FIRST ST
03.17.2025,250300881,19:58:28 03/17/25,TRAFFIC STOP,D ST & FIRST ST
03.17.2025,250300882,19:59:02 03/17/25,TRAFFIC STOP,DAMIEN AVE & ALESSANDRO AVE
03.17.2025,250300883,20:06:46 03/17/25,TRAFFIC STOP,MCKINLEY AND WHITE
03.17.2025,250300884,20:15:21 03/17/25,TRAFFIC STOP,2229 FOOTHILL BLVD # 100; KOHLS
03.17.2025,250300885,20:21:26 03/17/25,TRAFFIC STOP,E ST & BONITA AVE
03.17.2025,250300886,20:32:18 03/17/25,TRAFFIC STOP,D ST & SECOND ST
03.17.2025,250300887,20:33:14 03/17/25,TRAFFIC STOP,2100 BASELINE RD
03.17.2025,250300888,20:37:30 03/17/25,TRAFFIC STOP,4954 RAYMOND DR
03.17.2025,250300891,21:08:51 03/17/25,KEEP THE PEACE,1949 CANOPY LN
03.17.2025,250300890,21:08:54 03/17/25,TRAFFIC STOP,FAIRPLEX DR & MCKINLEY AVE
03.17.2025,250300894,23:28:17 03/17/25,CITIZEN ASST,1614 FOOTHILL BLVD; JAMBA JUICE
03.17.2026,260301078,02:22:37 03/17/26,SUSP CIRCS,1120 FOOTHILL BLVD; UNION 76 GAS
03.17.2026,260301079,02:51:07 03/17/26,SUSP VEHICLE,3530 DAMIEN AVE
03.17.2026,260301082,04:19:29 03/17/26,SUSP SUBJ,2855 FOOTHILL BLVD
03.17.2026,260301084,07:05:08 03/17/26,SUSP VEHICLE,PALOMA AVE & GLADSTONE ST
03.17.2026,260301085,07:32:24 03/17/26,TRAFFIC STOP,FOOTHILL BLVD & EMERALD AVE
03.17.2026,260301086,08:29:53 03/17/26,KEEP THE PEACE,1128 LA RUE AVE
03.17.2026,260301087,08:39:15 03/17/26,AREA CHECK,CHELSEA DR & ESSEX AVE
03.17.2026,260301089,09:04:58 03/17/26,911 INVEST,5757 SHEMIRAN ST; area of
03.17.2026,260301091,09:24:13 03/17/26,ILLEGAL PARKER,1600 FOOTHILL BLVD; VONS
03.17.2026,260301093,09:44:55 03/17/26,245PC ADW IP/JO,1350 THIRD ST
03.17.2026,260301096,10:13:34 03/17/26,470 PC FRAUD,3355 WHITE AVE; LOBBY
03.17.2026,260301097,10:33:38 03/17/26,ILLEGAL PARKER,THIRD ST & B ST
03.17.2026,260301098,10:35:55 03/17/26,TC NON INJURY,G ST & SECOND ST
03.17.2026,260301100,11:10:53 03/17/26,WELFARE CHECK,2855 FOOTHILL BLVD #A105; WABA GRILL
03.17.2026,260301101,11:34:01 03/17/26,TRAFFIC STOP,LA VERNE AVE AND FULTON
03.17.2026,260301102,11:49:34 03/17/26,ILLEGAL PARKER,2717 ARROW HWY
03.17.2026,260301103,12:15:16 03/17/26,ILLEGAL PARKER,2717 ARROW HWY
03.17.2026,260301105,12:28:16 03/17/26,ILLEGAL PARKER,2717 ARROW HWY
03.17.2026,260301106,12:29:54 03/17/26,IDENTITY THEFT,2019 WALNUT ST; LOBBY
03.17.2026,260301107,12:38:46 03/17/26,SPEEDING VEH,FOOTHILL BLVD & BIXBY DR
03.17.2026,260301108,13:03:55 03/17/26,653M PC,2051 SEVENTH ST; LOBBY
03.17.2026,260301110,13:42:02 03/17/26,TRAFFIC STOP,ARROW HWY & WHITE AVE
03.17.2026,260301111,13:53:09 03/17/26,BIKE TRAFFIC,ARROW HWY & WHITE AVE
03.17.2026,260301112,14:08:54 03/17/26,PDOBS,2371 FOOTHILL BLVD; PANDA EXPRESS
03.17.2026,260301113,14:13:18 03/17/26,KEEP THE PEACE,2715 E ST; ROYNON SCHOOL
03.17.2026,260301115,14:35:58 03/17/26,ASSIST AGENCY,150 S GLENDORA; GLENDORA PD
03.17.2026,260301116,14:37:30 03/17/26,ILLEGAL PARKER,ARR AND FAI
03.17.2026,260301117,14:44:44 03/17/26,911 INVEST,2421 FOOTHILL BLVD #19A
03.17.2026,260301118,14:50:27 03/17/26,CITE SIGN OFF,2061 THIRD ST; LOBBY
03.17.2026,260301119,15:11:38 03/17/26,CITIZEN ASST,1317 DANTON ST
03.17.2026,260301121,15:22:48 03/17/26,CITIZEN ASST,1652 YEAGER AVE; INTELLI-TECH
03.17.2026,260301122,15:23:14 03/17/26,CITIZEN ASST,2641 MAJELLA AVE
03.17.2026,260301123,17:02:26 03/17/26,911 INVEST,2315 FOOTHILL BLVD; PANERA BREAD
03.17.2026,260301124,17:38:26 03/17/26,ILLEGAL PARKER,2061 THIRD ST; LVPD
03.17.2026,260301125,17:52:24 03/17/26,ILLEGAL PARKER,2061 THIRD ST; LVPD
03.17.2026,260301126,18:08:41 03/17/26,ILLEGAL PARKER,2061 THIRD ST
03.17.2026,260301127,18:14:05 03/17/26,ILLEGAL PARKER,2061 THIRD ST
03.17.2026,260301129,18:21:50 03/17/26,TRAFFIC HAZARD,DAMIEN AVE & FOOTHILL BLVD
03.17.2026,260301128,18:26:19 03/17/26,911 INVEST,4148 BRADFORD ST
03.17.2026,260301133,20:40:37 03/17/26,TRAFFIC STOP,2755 ARROW HWY
03.17.2026,260301134,21:00:40 03/17/26,TRAFFIC STOP,FOOTHILL AND SAN DIMAS CANYON
03.17.2026,260301135,21:18:46 03/17/26,TRAFFIC STOP,BONITA AVE & DAMIEN AVE
03.17.2026,260301136,21:28:22 03/17/26,TC HR NON INJ,BONITA AVE & WHITE AVE
03.17.2026,260301137,22:30:13 03/17/26,AREA CHECK,G ST & BONITA AVE
03.17.2026,260301138,23:29:39 03/17/26,TRAFFIC STOP,FIFTH ST & F ST
03.17.2026,260301139,23:42:17 03/17/26,TRAFFIC STOP,BONITA AVE & E ST
03.18.2025,250300895,00:40:04 03/18/25,PPI,3820 CHELSEA DR
03.18.2025,250300899,00:50:39 03/18/25,SUSP VEHICLE,3926 TURQUOISE LN
03.18.2025,250300896,02:02:35 03/18/25,DUI,2055 WHITE AVE; INLAND DAIRY
03.18.2025,250300897,02:31:16 03/18/25,TC NON INJURY,2055 WHITE AVE; INLAND DAIRY
03.18.2025,250300898,02:55:17 03/18/25,DISTURB UNK,2049 EVERGREEN ST
03.18.2025,250300906,06:31:20 03/18/25,TRAFFIC STOP,BASELINE RD & BUNNELLE AVE
03.18.2025,250300907,06:49:46 03/18/25,TRAFFIC STOP,BASELINE RD & BUNNELLE AVE
03.18.2025,250300910,07:11:00 03/18/25,TRAFFIC STOP,BASELINE RD & DAWN AVE
03.18.2025,250300913,07:22:00 03/18/25,TRAFFIC STOP,BASELINE AND DAWN
03.18.2025,250300911,07:22:14 03/18/25,TRAFFIC STOP,BASELINE RD & DAWN AVE
03.18.2025,250300914,08:14:05 03/18/25,TRAFFIC STOP,WHITE AND SIXTH
03.18.2025,250300912,08:23:00 03/18/25,TRAFFIC STOP,PEYTON RD & D ST
03.18.2025,250300915,08:58:49 03/18/25,470 PC FRAUD,2765 MOUNTAIN VIEW DR
03.18.2025,250300916,09:17:32 03/18/25,CITIZEN ASST,3720 TOWNE CENTER DR; 711
03.18.2025,250300918,09:48:15 03/18/25,IDENTITY THEFT,2476 FIFTH ST
03.18.2025,250300921,10:07:21 03/18/25,SUSP SUBJ,CATALINA AVE & BASELINE RD
03.18.2025,250300920,10:10:33 03/18/25,TRAFFIC STOP,1900 SEVENTH ST
03.18.2025,250300922,10:34:03 03/18/25,TRAFFIC STOP,WHEELER AVE & PASEO AVE
03.18.2025,250300923,10:42:03 03/18/25,TRAFFIC STOP,ARROW HWY & WHITE AVE
03.18.2025,250300925,10:58:10 03/18/25,CITIZEN ASST,PVCH; 1798 N GAREY
03.18.2025,250300926,11:02:30 03/18/25,TRAFFIC STOP,FRUIT ST & BOWDOIN ST
03.18.2025,250300927,11:06:08 03/18/25,TRAFFIC STOP,WHITE AVE & SIXTH ST
03.18.2025,250300929,11:30:51 03/18/25,TRAFFIC STOP,1487 FOOTHILL BLVD; WELLS FARGO BANK
03.18.2025,250300930,11:48:49 03/18/25,AREA CHECK,VIA DE MANSION & VIA ARROYO
03.18.2025,250300931,11:58:58 03/18/25,TRAFFIC STOP,BIXBY DR & FOOTHILL BLVD
03.18.2025,250300932,12:03:50 03/18/25,TRAFFIC STOP,BASELINE RD & VIA RANCHO LA VERNE
03.18.2025,250300933,12:13:20 03/18/25,CITIZEN ASST,3680 D ST; COMMUNITY CENTER
03.18.2025,250300934,12:15:21 03/18/25,TRAFFIC STOP,FOOTHILL BLVD & BASELINE RD
03.18.2025,250300935,12:29:19 03/18/25,TRAFFIC STOP,FALCON / FUEGO
03.18.2025,250300936,12:35:12 03/18/25,TRAFFIC STOP,BONITA . KIMBALL
03.18.2025,250300938,12:53:57 03/18/25,TRAFFIC ENFORCE,1629 HOLLY OAK ST; GRACE MILLER SCHOOL
03.18.2025,250300939,13:03:18 03/18/25,TRAFFIC STOP,WHITE AVE & FOOTHILL BLVD
03.18.2025,250300941,13:22:37 03/18/25,TRAFFIC STOP,GOLDEN HILLS RD & CALLE ARAGON
03.18.2025,250300942,13:27:01 03/18/25,911 INVEST,2363 FIRST ST
03.18.2025,250300943,13:45:28 03/18/25,LA VERNE MUNI,902 LA RUE AVE
03.18.2025,250300944,14:24:03 03/18/25,BIKE TRAFFIC,FULTON RD & BONITA AVE
03.18.2025,250300945,14:41:09 03/18/25,TRAFFIC STOP,BASELINE RD & FOOTHILL BLVD
03.18.2025,250300946,14:41:46 03/18/25,DISTURB SUBJS,2715 E ST; ROYNON SCHOOL
03.18.2025,250300947,15:25:30 03/18/25,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD
03.18.2025,250300949,15:48:15 03/18/25,TRAFFIC STOP,BONITA AVE & MAGNOLIA AVE
03.18.2025,250300950,15:59:54 03/18/25,TRAFFIC STOP,ARROW HWY & WHEELER AVE
03.18.2025,250300951,16:01:31 03/18/25,AREA CHECK,4551 TYE CIR
03.18.2025,250300953,16:37:43 03/18/25,TC NON INJURY,ARROW HWY & WHITE AVE; LOBBY
03.18.2025,250300954,16:43:26 03/18/25,TRAFFIC STOP,SENTINEL DR & DAMIEN AVE
03.18.2025,250300955,17:10:16 03/18/25,PDOBS,FIFTH ST & G ST
03.18.2025,250300956,17:31:37 03/18/25,WELFARE CHECK,2165 D ST; ULV VISTA LA VERNE
03.18.2025,250300957,17:32:57 03/18/25,DISTURB MUSIC,2675 THIRD ST
03.18.2025,250300959,18:45:53 03/18/25,SUSP SUBJ,AMHERST ST & BRADFORD ST
03.18.2025,250300960,18:53:22 03/18/25,TRAFFIC STOP,FOOTHILL BLVD & WHITE AVE
03.18.2025,250300961,18:54:05 03/18/25,TRAFFIC STOP,E ST & FIRST ST
03.18.2025,250300962,19:08:31 03/18/25,KEEP THE PEACE,2061 THIRD ST; LVPD
03.18.2025,250300964,19:09:48 03/18/25,CITIZEN ASST,2552 FOOTHILL BLVD; VIA 10-21
03.18.2025,250300963,19:11:43 03/18/25,TRAFFIC STOP,FRUIT ST & FOOTHILL BLVD
03.18.2025,250300968,20:57:59 03/18/25,AREA CHECK,2549 SIERRA WAY
03.18.2025,250300969,21:18:26 03/18/25,TRAFFIC STOP,FOOTHILL BLVD & MORENO AVE
03.18.2025,250300970,21:20:24 03/18/25,TRAFFIC STOP,WHITE AVE & TOWNE CENTER DR
03.18.2025,250300971,21:52:22 03/18/25,CODE H SUBJ,1075 BONITA AVE; GREENLIGHT MORTGAGE
03.18.2025,250300972,22:48:21 03/18/25,FOOT PATROL,2200 WHEELER AVE; WHEELER PARK
03.18.2025,250300974,23:17:40 03/18/25,CITIZEN ASST,1614 FOOTHILL BLVD; JAMBA JUICE
03.18.2026,260301143,01:06:55 03/18/26,PDOBS,1600 BONITA AVE; KUNS PARK
03.18.2026,260301145,03:26:10 03/18/26,WELFARE CHECK,930 MAJELLA AVE
03.18.2026,260301150,07:03:14 03/18/26,TRAFFIC STOP,BASELINE RD & RODEO LN
03.18.2026,260301151,07:16:40 03/18/26,TRAFFIC STOP,BASELINE RD & RODEO LN
03.18.2026,260301152,07:22:40 03/18/26,SUSP SUBJ,1464 BONITA AVE
03.18.2026,260301153,07:27:05 03/18/26,TRAFFIC STOP,BASELINE RD & RODEO LN
03.18.2026,260301154,07:35:29 03/18/26,TRAFFIC STOP,BASELINE RD & RODEO LN
03.18.2026,260301155,07:48:08 03/18/26,TRAFFIC STOP,BASELINE RD & FOOTHILL BLVD
03.18.2026,260301156,07:57:21 03/18/26,TC NON INJURY,1090 FOOTHILL BLVD; JACK IN THE BOX
03.18.2026,260301157,08:09:08 03/18/26,CITIZEN ASST,1399 FOOTHILL BLVD; BANK OF AMERICA
03.18.2026,260301158,08:16:31 03/18/26,SUSP VEHICLE,1090 FOOTHILL BLVD; JACK IN THE BOX
03.18.2026,260301159,08:24:59 03/18/26,TRAFFIC STOP,WHEELER AVE & FOOTHILL BLVD
03.18.2026,260301160,08:46:22 03/18/26,AREA CHECK,WILLIAMS AVE & BOWDOIN ST
03.18.2026,260301166,09:32:16 03/18/26,459PC BURGLARY,1389 THIRD ST
03.18.2026,260301162,09:41:29 03/18/26,CITE SIGN OFF,2061 THIRD ST; LOBBY
03.18.2026,260301163,09:48:13 03/18/26,TRAFFIC STOP,2320 FOOTHILL BLVD #C; JIMMY JOHNS
03.18.2026,260301164,09:51:50 03/18/26,PDOBS,2320 FOOTHILL BLVD #C; JIMMY JOHNS
03.18.2026,260301167,10:47:42 03/18/26,PDOBS,WHITE AVE & SECOND ST
03.18.2026,260301168,10:57:03 03/18/26,PDOBS,B ST & SECOND ST
03.18.2026,260301172,11:25:06 03/18/26,459PC BURGLARY,1502 FOOTHILL BLVD
03.18.2026,260301169,11:26:04 03/18/26,911 INVEST,2705 MOUNTAIN VIEW DR
03.18.2026,260301170,11:32:31 03/18/26,911 INVEST,2995 BAYBERRY CT
03.18.2026,260301173,12:24:05 03/18/26,TRAFFIC ENFORCE,3490 RAMONA AVE; RAMONA MIDDLE SCHOOL
03.18.2026,260301175,12:58:53 03/18/26,TRAFFIC STOP,3490 RAMONA AVE; RAMONA MIDDLE SCHOOL
03.18.2026,260301176,13:04:56 03/18/26,TRAFFIC STOP,3490 RAMONA AVE; RAMONA MIDDLE SCHOOL
03.18.2026,260301177,14:01:37 03/18/26,TC NON INJURY,3102 D ST; BONITA HIGH SCHOOL
03.18.2026,260301178,14:27:14 03/18/26,CITE SIGN OFF,2061 THIRD ST; LOBBY
03.18.2026,260301179,14:37:50 03/18/26,CITIZEN ASST,1151 MARY CIR; VIA 10-21
03.18.2026,260301180,15:00:34 03/18/26,911 INVEST,4791 EMERALD AVE
03.18.2026,260301181,15:10:49 03/18/26,ABAND VEH,1837 WALNUT ST
03.18.2026,260301184,15:22:27 03/18/26,DISTURB SUBJS,4336 PLEASANT ST
03.18.2026,260301186,15:52:37 03/18/26,911 INVEST,1059 MILDRED ST
03.18.2026,260301188,16:12:54 03/18/26,ILLEGAL PARKER,B ST & SECOND ST
03.18.2026,260301189,16:26:08 03/18/26,SHOPLIFTER IC,2462 FOOTHILL BLVD; TARGET
03.18.2026,260301190,17:13:29 03/18/26,DRUG ACTIVITY,GROVE ST & KING ST
03.18.2026,260301192,19:31:52 03/18/26,WELFARE CHECK,3403 BUTTERFIELD AVE
03.18.2026,260301194,20:11:41 03/18/26,SUSP SUBJ,6747 CALMBANK AVE
03.18.2026,260301195,21:49:16 03/18/26,SUSP SUBJ,2098 FOOTHILL BLVD; IN N OUT
03.18.2026,260301196,21:59:57 03/18/26,CITIZEN ASST,4095 FRUIT ST #807
03.18.2026,260301197,22:58:56 03/18/26,TRAFFIC STOP,FOOTHILL BLVD & WHITE AVE
03.18.2026,260301198,23:13:37 03/18/26,TRAFFIC ENFORCE,3960 FRUIT ST; LUTHERAN HIGH SCHOOL
03.18.2026,260301199,23:14:09 03/18/26,CITIZEN ASST,4095 FRUIT ST #807
03.19.2025,250300976,00:19:44 03/19/25,911 INVEST,1528 FOOTHILL BLVD; BASKIN ROBBINS
03.19.2025,250300975,00:23:24 03/19/25,TRAFFIC ENFORCE,1907 FOOTHILL BLVD
03.19.2025,250300981,03:25:29 03/19/25,PPI,2755 ARROW HWY; KINGSWAY GARDENS MOBILE HOMES
03.19.2025,250300983,07:30:56 03/19/25,PDOBS,FOOTHILL/GAREY
03.19.2025,250300985,07:50:48 03/19/25,CITIZEN ASST,5200 WHEELER AVE; OAK MESA SCHOOL; 10-21
03.19.2025,250300984,07:52:51 03/19/25,TRAFFIC STOP,BASELINE RD & BUNNELLE AVE
03.19.2025,250300986,08:12:10 03/19/25,TRAFFIC STOP,BASELINE RD & BUNNELLE AVE
03.19.2025,250300987,08:20:19 03/19/25,TRAFFIC STOP,GAREY / GROVE
03.19.2025,250300988,08:24:16 03/19/25,TRAFFIC STOP,BASELINE RD & BUNNELLE AVE
03.19.2025,250300989,08:37:35 03/19/25,SUSP VEHICLE,1266 OAK MESA DR
03.19.2025,250300990,09:07:09 03/19/25,TRAFFIC STOP,WHEELER AVE & SECOND ST
03.19.2025,250300992,09:35:21 03/19/25,WELFARE CHECK,3800 BRADFORD ST # 138
03.19.2025,250300991,09:37:24 03/19/25,TRAFFIC STOP,2298 FOOTHILL BLVD # A; THE VITAMIN SHOPPE
03.19.2025,250300995,10:01:41 03/19/25,PDOBS,1398 FOOTHILL BLVD; DEL TACO
03.19.2025,250300997,10:15:07 03/19/25,SUSP SUBJ,2229 FOOTHILL BLVD; AMAZON FRESH
03.19.2025,250300998,10:32:44 03/19/25,TRAFFIC STOP,FOOTHILL BLVD & CHELSEA DR
03.19.2025,250300999,10:43:16 03/19/25,TRAFFIC STOP,FOOTHILL BLVD & D ST
03.19.2025,250301000,11:43:45 03/19/25,CODE H SUBJ,WHEELER AVE & OLD WHEELER RD
03.19.2025,250301003,11:51:29 03/19/25,DISTURB PERSON,1181 FOOTHILL BLVD; STARBUCKS WEST
03.19.2025,250301002,12:00:28 03/19/25,ILLEGAL PARKER,2086 FOOTHILL BLVD # A; JOANN FABRICS AND CRAFTS
03.19.2025,250301005,12:28:58 03/19/25,459PC BURGLARY,4690 CANYON PARK LN
